Action Bronson_Mark Ronson_Dan Auerbach - Standing In the Rain
Adele - Skyfall
Adrian Younge_Ali Shaheed Muhammad - End Theme
Adrian Younge_Ali Shaheed Muhammad - Theme
Aimee Mann - That's How I Knew This Story Would Break My Heart
Alexandre Desplat - Battlefield
Alt J - Left Hand Free
Amy Stroup - Curious Heart
Amy Stroup - Dark Runs Out
Amy Stroup - In The Shadows
Amy Stroup - With WIngs
Andrew Kawczynski - Firmware Update
Andrew Lockington - Rampage
Armon Jay - To Be Honest
Aron Wright - In the Sun
BANNERS - Ghosts
Banners - Holy Ground
Banners - Start a Riot (Dave Edwards Remix)
Beck - Fix Me
Beyonce - Rise Up
Bishop Briggs_Cold War Kids - So Tied Up
Blake Neely - Because I Liked It
Blake Neely - Everyone Left
Blake Neely - How Do You Lie to Me
Blake Neely - Light Inside You
Blake Neely - Shutting it Down
Blake Neely - So It Begins
Brian Tyler - Lokasenna
Brian Tyler - New Beginnings
Brian Tyler - Thor The Dark World
C_line Dion - Immortality
C_line Dion - The Power Of Love
C_line Dion - When I Need You
Cage the Elephant - Ain't No Rest for the Wicked
Charlie Puth - Through It All
ConfidentialMX_Becky Hanson - I Started a Joke
Creedence Clearwater Revival - Fortunate Son
Daft Punk - Father and Son
Daft Punk - Overture
Daft Punk - Solar Sailer
Damien Rice_Lisa Hannigan - 9 Crimes
Dana Glover - It Is You(I Have Loved)
David Hirschfelder - Month of the Cat
Diplo_French Montana_Lil Pump_Zhavia Ward - Welcome to the Party
Ed Sheeran - I See Fire
Enya - Amarantine
Enya - Only Time
Florian Bur - I'm Happy
Florian Bur - Life goes on
Florian Bur - My World
Florian Bur - Your Day
Grimes - Medieval Warfare
Hans Zimmer
Hans Zimmer
Hans Zimmer_Junkie XL - Is She with You
Henry Jackman - Cap's Promise
Henry Jackman - Into the Jungle
Hozier - Like Real People Do
Idina Menzel - Let It Go
Isaac Hayes - Walk On By
James Newton Howard - Prologue  Parallax Unbound
John Dreamer - Brotherhood
John Ottman - How Was She#
John Ottman - I Found Them
John Ottman - I Have Faith in You (Goodbyes)
Johnny Cash - Father And Son
Johnny Cash - Heart Of Gold
Junkie XL - Seeking Endurance
Kevin Gates - Know Better
Luke Sital Singh - Killing Me
Marco Beltrami - Don't Be What They Made You
Marco Beltrami - Main Titles
Marco Beltrami - Up to Eden
Mariah Carey - Hero
Mariah Carey - I Still Believe
Mariah Carey - The Star
Mark Isham - Adam's Plan
Mark Isham - Bob at the Repair Shop
Mark Isham - Introduction
Mark Isham - Jumping through the Forest
Mark Isham - Preparation
Mark Isham - Second Phone Call
Mark Isham - The Dream
Michael Giacchino - The Ecstasy of the Bold
MILCK - Quiet
Norman Greenbaum - Spirit In The Sky
Pharrell Williams - Happy
Porcelain Raft - Big Sur
Rupert Gregson Williams - Amazons of Themyscira
Rupert Gregson Williams - Lightning Strikes
Rupert Gregson Williams - No Man's Land
Rupert Gregson Williams - We Are All To Blame
RY X - Heartbreak
ScHoolboy Q_2 Chainz_Saudin - X
Sigrid - Dynamite
Spencer Lee - Still I Fly
Steve Jablonsky - Battlefield
Steve Jablonsky - Best Thing That Ever Happened
Steve Jablonsky - Brothers
Steve Jablonsky - Cogman Sings
Steve Jablonsky - Half Shell
Steve Jablonsky - Honor To The End
Steve Jablonsky - Izzy
Steve Jablonsky - Matrix Of Leadership
Steve Jablonsky - Merlin's Staff
Steve Jablonsky - Precious Cargo
Steve Jablonsky - Prime
Steve Jablonsky - Sacrifice
Steve Jablonsky - The Fight Will Be Your Own
Steve Jablonsky - Turtle Power
Steve Jablonsky - Your Creators Want You Back
Taylor Swift - Back to December
Taylor Swift - Call It What You Want
Taylor Swift - Enchanted
Taylor Swift - New Year's Day
Taylor Swift - Welcome To New York
The Kicks - Devil's Got A Hold
The Score - Legend
The Weeknd_Kendrick Lamar - Pray For Me
Thomas Bergersen - Ocean Princess
Tyler Bates - Just in Time
Tyler Bates - Lewis Gets the Boot
Tyler Bates - Made an Enemy
Tyler Bates - No More War to Fight
Tyler Bates - Quiet Reflection
Tyler Bates - Rampage
Tyler Bates - The Punisher Main Title
Tyler Bates - The Runaround
USA For Africa - We Are The World
Vince Staples_Yugen Blakrok - Opps
Vlen - Cold Blood
Zara Larsson - Ain't My Fault
