Porcelain Raft - Big Sur
James Newton Howard - Prologue  Parallax Unbound
Alexandre Desplat - Battlefield
Blake Neely - So It Begins
Steve Jablonsky - Merlin's Staff
Brian Tyler - Lokasenna
Marco Beltrami - Don't Be What They Made You
Tyler Bates - Made an Enemy
Steve Jablonsky - Cogman Sings
Steve Jablonsky - Best Thing That Ever Happened
C_line Dion - Immortality
Blake Neely - Because I Liked It
Tyler Bates - Lewis Gets the Boot
Tyler Bates - Rampage
Armon Jay - To Be Honest
Steve Jablonsky - Honor To The End
Vlen - Cold Blood
Steve Jablonsky - Brothers
Grimes - Medieval Warfare
Steve Jablonsky - The Fight Will Be Your Own
C_line Dion - When I Need You
C_line Dion - The Power Of Love
Dana Glover - It Is You(I Have Loved)
Steve Jablonsky - Izzy
ConfidentialMX_Becky Hanson - I Started a Joke
Rupert Gregson Williams - We Are All To Blame
Marco Beltrami - Up to Eden
Bishop Briggs_Cold War Kids - So Tied Up
Ed Sheeran - I See Fire
Michael Giacchino - The Ecstasy of the Bold
Florian Bur - Life goes on
Cage the Elephant - Ain't No Rest for the Wicked
Diplo_French Montana_Lil Pump_Zhavia Ward - Welcome to the Party
Alt J - Left Hand Free
Idina Menzel - Let It Go
Mark Isham - The Dream
Rupert Gregson Williams - Amazons of Themyscira
Action Bronson_Mark Ronson_Dan Auerbach - Standing In the Rain
Spencer Lee - Still I Fly
Blake Neely - Light Inside You
Creedence Clearwater Revival - Fortunate Son
Beck - Fix Me
Hans Zimmer
Zara Larsson - Ain't My Fault
Amy Stroup - Curious Heart
Daft Punk - Father and Son
Tyler Bates - Quiet Reflection
Mark Isham - Jumping through the Forest
Mark Isham - Preparation
Kevin Gates - Know Better
Steve Jablonsky - Precious Cargo
Adele - Skyfall
Johnny Cash - Father And Son
Isaac Hayes - Walk On By
Pharrell Williams - Happy
Mark Isham - Second Phone Call
Taylor Swift - New Year's Day
ScHoolboy Q_2 Chainz_Saudin - X
Steve Jablonsky - Your Creators Want You Back
Amy Stroup - Dark Runs Out
Andrew Kawczynski - Firmware Update
Brian Tyler - Thor The Dark World
Andrew Lockington - Rampage
Mark Isham - Adam's Plan
Marco Beltrami - Main Titles
Steve Jablonsky - Battlefield
John Ottman - I Found Them
Blake Neely - Everyone Left
Mariah Carey - Hero
Enya - Amarantine
Steve Jablonsky - Half Shell
The Kicks - Devil's Got A Hold
Beyonce - Rise Up
Tyler Bates - No More War to Fight
The Weeknd_Kendrick Lamar - Pray For Me
Steve Jablonsky - Sacrifice
Tyler Bates - The Punisher Main Title
Rupert Gregson Williams - No Man's Land
Tyler Bates - Just in Time
Mark Isham - Introduction
Damien Rice_Lisa Hannigan - 9 Crimes
Taylor Swift - Back to December
Amy Stroup - In The Shadows
John Dreamer - Brotherhood
Mark Isham - Bob at the Repair Shop
The Score - Legend
Taylor Swift - Enchanted
Mariah Carey - I Still Believe
Steve Jablonsky - Matrix Of Leadership
Florian Bur - Your Day
Daft Punk - Overture
BANNERS - Ghosts
Brian Tyler - New Beginnings
Norman Greenbaum - Spirit In The Sky
Hozier - Like Real People Do
Daft Punk - Solar Sailer
Florian Bur - My World
John Ottman - I Have Faith in You (Goodbyes)
Aron Wright - In the Sun
Luke Sital Singh - Killing Me
Thomas Bergersen - Ocean Princess
Adrian Younge_Ali Shaheed Muhammad - Theme
Steve Jablonsky - Turtle Power
Sigrid - Dynamite
Florian Bur - I'm Happy
Mariah Carey - The Star
Johnny Cash - Heart Of Gold
Charlie Puth - Through It All
Aimee Mann - That's How I Knew This Story Would Break My Heart
Vince Staples_Yugen Blakrok - Opps
Steve Jablonsky - Prime
RY X - Heartbreak
Enya - Only Time
Adrian Younge_Ali Shaheed Muhammad - End Theme
David Hirschfelder - Month of the Cat
Henry Jackman - Into the Jungle
Rupert Gregson Williams - Lightning Strikes
Junkie XL - Seeking Endurance
Blake Neely - Shutting it Down
MILCK - Quiet
Hans Zimmer
Taylor Swift - Welcome To New York
Amy Stroup - With WIngs
Blake Neely - How Do You Lie to Me
John Ottman - How Was She#
Taylor Swift - Call It What You Want
Henry Jackman - Cap's Promise
Hans Zimmer_Junkie XL - Is She with You
USA For Africa - We Are The World
Tyler Bates - The Runaround
Banners - Start a Riot (Dave Edwards Remix)
Banners - Holy Ground
